measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,25322,Bauchi,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2013,12.139967390687538,21.381496933422373,7.299067045576877
1,Deaths,25322,Bauchi,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2013,9.357054671666953,19.92325367785658,3.876176037405382
1,Deaths,25322,Bauchi,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2013,65.94517283047209,106.78088913791962,40.89710300161561
1,Deaths,25322,Bauchi,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2013,29.996457078474755,56.14818685552661,12.854619858928624
1,Deaths,25322,Bauchi,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2013,381.36561125710784,607.8121256387175,254.1614105469476
1,Deaths,25322,Bauchi,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2013,130.5719576276805,240.5722440035255,56.95523170121007
1,Deaths,25322,Bauchi,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2013,2.651939420980617,7.914027532640861,0.4860991304096249
1,Deaths,25322,Bauchi,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2013,1.8326830420489284,5.964857068211572,0.3074582196133443
1,Deaths,25322,Bauchi,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2013,18.459178585436316,65.38416161114296,2.138035875046936
1,Deaths,25322,Bauchi,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2013,11.646815695447176,41.379419583799866,2.4144687265578577
1,Deaths,25322,Bauchi,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2013,42.5898164004856,159.96749183218662,4.311466807848314
1,Deaths,25322,Bauchi,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2013,18.95011401299679,78.30115783119727,2.4433546124844585
1,Deaths,25350,Rivers,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,35.954284987322886,68.32133794630501,13.490505908024064
1,Deaths,25350,Rivers,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,37.96060602030255,75.20065067671835,13.544099936580995
1,Deaths,25350,Rivers,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,38.36081569267199,77.29667284634448,14.359405969361898
1,Deaths,25350,Rivers,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,29.398034133304083,59.02941360957729,9.183151620884086
1,Deaths,25350,Rivers,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,216.22785144623128,398.92025004952035,91.08927326540412
1,Deaths,25350,Rivers,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,144.37889695645092,288.4835885410862,51.47796076534491
1,Deaths,25333,Gombe,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2015,5.494452564200423,10.201740050129118,2.964889872987611
1,Deaths,25333,Gombe,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2015,4.320842336566629,8.409997650975653,2.162248858586691
1,Deaths,25333,Gombe,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2015,20.96535062469787,31.89476260060856,12.868247357141751
1,Deaths,25333,Gombe,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2015,21.474307839878456,36.31844911988945,11.430468512368435
1,Deaths,25333,Gombe,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2015,29.771786595502846,71.29677620630859,10.554543792195673
1,Deaths,25333,Gombe,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2015,23.97319905182152,47.73178474000622,9.04644465309923
1,Deaths,25339,Kebbi,1,Male,23,5-14 years,345,Malaria,3,Rate,2013,34.958944524143455,67.48626878937003,14.61332999318831
1,Deaths,25339,Kebbi,2,Female,23,5-14 years,345,Malaria,3,Rate,2013,20.3444604825514,42.71468015874806,9.814337399325577
1,Deaths,25339,Kebbi,1,Male,24,15-49 years,345,Malaria,3,Rate,2013,44.629442494149664,63.870737320482945,25.85020494815346
1,Deaths,25339,Kebbi,2,Female,24,15-49 years,345,Malaria,3,Rate,2013,31.48017470234266,52.83020970973881,17.73845783478683
1,Deaths,25339,Kebbi,1,Male,25,50-69 years,345,Malaria,3,Rate,2013,141.4645939289654,234.69581764247638,67.64712955084242
1,Deaths,25339,Kebbi,2,Female,25,50-69 years,345,Malaria,3,Rate,2013,153.6495281192608,194.09006524648515,118.27523571009623
1,Deaths,25340,Kogi,1,Male,23,5-14 years,345,Malaria,3,Rate,2013,18.930945345041824,42.00055419830745,6.2975031268801756
1,Deaths,25340,Kogi,2,Female,23,5-14 years,345,Malaria,3,Rate,2013,19.978388948605577,42.859734465954425,5.480258965644353
1,Deaths,25340,Kogi,1,Male,24,15-49 years,345,Malaria,3,Rate,2013,44.10411990717839,71.92711390459363,15.060386822540924
1,Deaths,25340,Kogi,2,Female,24,15-49 years,345,Malaria,3,Rate,2013,42.74692848095006,88.7086976146679,12.826136284947381
1,Deaths,25340,Kogi,1,Male,25,50-69 years,345,Malaria,3,Rate,2013,160.62834179743788,261.00280103482913,58.72766420204434
1,Deaths,25340,Kogi,2,Female,25,50-69 years,345,Malaria,3,Rate,2013,134.81124146903372,232.76443247594705,44.19910738725516
1,Deaths,25348,Oyo,1,Male,23,5-14 years,345,Malaria,3,Rate,2013,35.692395868288244,58.34284916126098,15.259356687299483
1,Deaths,25348,Oyo,2,Female,23,5-14 years,345,Malaria,3,Rate,2013,28.52824619015722,49.260252613305,9.922650487153621
1,Deaths,25348,Oyo,1,Male,24,15-49 years,345,Malaria,3,Rate,2013,44.28373296838192,56.01052133830855,33.48300563154784
1,Deaths,25348,Oyo,2,Female,24,15-49 years,345,Malaria,3,Rate,2013,46.27909258190768,74.8243668980983,18.469196145204418
1,Deaths,25348,Oyo,1,Male,25,50-69 years,345,Malaria,3,Rate,2013,260.88137458385836,303.39656293957864,216.9770537732737
1,Deaths,25348,Oyo,2,Female,25,50-69 years,345,Malaria,3,Rate,2013,174.0001978174029,212.91956380059818,119.62528732533868
1,Deaths,25333,Gombe,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,24.272085567705457,50.69941804877571,9.695253258065307
1,Deaths,25333,Gombe,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,16.93521106676854,35.83472665424331,6.627020470475857
1,Deaths,25333,Gombe,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,41.15030069866831,60.17974794203508,26.413108624082874
1,Deaths,25333,Gombe,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,27.249724298280675,50.96967249294658,10.997774422310599
1,Deaths,25333,Gombe,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,133.73872576491382,226.86877999577598,63.131281491383135
1,Deaths,25333,Gombe,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,144.4269323975201,213.7970269607017,72.94545854633
1,Deaths,25351,Sokoto,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,52.572545007426335,102.77481959618363,19.33723060680818
1,Deaths,25351,Sokoto,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,23.7253208190651,49.567860071935115,9.635519044069804
1,Deaths,25351,Sokoto,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,31.588840857105357,39.756935165915415,23.814276446680967
1,Deaths,25351,Sokoto,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,28.73856041322845,47.08715190564032,15.450356549889948
1,Deaths,25351,Sokoto,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,129.30099103786657,209.61693850656465,59.24433577741312
1,Deaths,25351,Sokoto,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,122.32806643142273,152.28681249969353,98.21434384252906
1,Deaths,25318,Abia,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2015,4.985038993249882,8.809058122106888,2.295808311709602
1,Deaths,25318,Abia,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2015,3.7689239929446305,6.104106450683784,1.2371668078412443
1,Deaths,25318,Abia,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2015,34.64135204225495,59.65364570143511,14.810435645504544
1,Deaths,25318,Abia,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2015,14.424403940904881,24.313304153489003,4.900988450300671
1,Deaths,25318,Abia,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2015,188.7633972938356,337.90912097782626,80.53445759193825
1,Deaths,25318,Abia,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2015,63.76555035116289,121.23659698881099,20.59334784446063
1,Deaths,25340,Kogi,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2013,3.0858154752995284,4.978630473309187,1.8769121217407656
1,Deaths,25340,Kogi,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2013,3.0438391980851947,4.659671948869017,1.382622520986269
1,Deaths,25340,Kogi,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2013,24.236839989112173,39.20242222955682,15.294627182942977
1,Deaths,25340,Kogi,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2013,17.056522152370867,27.197076532465555,8.354414831371571
1,Deaths,25340,Kogi,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2013,122.85413058338908,198.96464834069442,77.71354714601634
1,Deaths,25340,Kogi,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2013,60.82377316414633,127.4780734592429,27.508533266399297
1,Deaths,25340,Kogi,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2013,3.030751443096269,6.444967838734534,0.8834937990733436
1,Deaths,25340,Kogi,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2013,2.8210162456138037,6.2100831106750745,0.8674329285026431
1,Deaths,25340,Kogi,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2013,37.771586743918235,88.51222775128927,5.5066833467381615
1,Deaths,25340,Kogi,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2013,40.847883447040466,89.43422574286198,10.637124618410363
1,Deaths,25340,Kogi,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2013,65.25074111141497,184.38809342647465,6.035595066393307
1,Deaths,25340,Kogi,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2013,46.312268858263295,121.51849107089494,7.513819285207958
1,Deaths,25345,Ogun,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2014,3.5617859114787644,5.894389488423704,1.9923658522485246
1,Deaths,25345,Ogun,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2014,1.982011683999305,3.267686456234344,0.9064268185325456
1,Deaths,25345,Ogun,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2014,18.73186065976049,30.176465423295593,10.664035211732982
1,Deaths,25345,Ogun,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2014,8.670267086185534,14.404655006419723,3.9885924863748445
1,Deaths,25345,Ogun,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2014,120.48520227274297,207.40467244434575,73.45602332481374
1,Deaths,25345,Ogun,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2014,40.78324954995077,82.5612547011027,19.752784998442383
1,Deaths,25345,Ogun,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2014,8.85745074974979,18.180882354970606,3.109348727750423
1,Deaths,25345,Ogun,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2014,5.541344808656067,11.661666855803633,1.5255070651172737
1,Deaths,25345,Ogun,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2014,96.55782758876194,136.39989428970583,50.62997119238639
1,Deaths,25345,Ogun,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2014,102.76769816628213,156.85299161657053,44.88767742093062
1,Deaths,25345,Ogun,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2014,210.74670143265902,349.4255842945785,94.62782834844127
1,Deaths,25345,Ogun,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2014,134.70565654761705,241.58434432959723,57.386651406001874
1,Deaths,25322,Bauchi,1,Male,23,5-14 years,345,Malaria,3,Rate,2013,24.562602836459792,48.68270000736263,8.965425786394837
1,Deaths,25322,Bauchi,2,Female,23,5-14 years,345,Malaria,3,Rate,2013,9.797532650678589,23.899453565440876,3.6379153953155132
1,Deaths,25322,Bauchi,1,Male,24,15-49 years,345,Malaria,3,Rate,2013,28.52599768082904,51.92685756446082,12.226945172747044
1,Deaths,25322,Bauchi,2,Female,24,15-49 years,345,Malaria,3,Rate,2013,14.986264514615518,32.1731781004448,5.613729940102885
1,Deaths,25322,Bauchi,1,Male,25,50-69 years,345,Malaria,3,Rate,2013,86.62484024450418,169.3046496752887,36.39553773277751
1,Deaths,25322,Bauchi,2,Female,25,50-69 years,345,Malaria,3,Rate,2013,94.43536408391364,178.7696740079356,35.14643258118675
1,Deaths,25318,Abia,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2015,3.7937642078219787,8.17918035339059,1.4557617879263465
1,Deaths,25318,Abia,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2015,3.7514442093302165,7.481995135459376,1.5012788645192598
1,Deaths,25318,Abia,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2015,78.2542843259986,133.03125906253408,37.1927918302961
1,Deaths,25318,Abia,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2015,67.07849334506663,131.43520088775918,24.959809666837156
1,Deaths,25318,Abia,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2015,130.53974399938778,272.1821662415351,46.85515635202421
1,Deaths,25318,Abia,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2015,87.17606680492752,202.0709324780789,26.07315224997439
1,Deaths,25318,Abia,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,24.44625910420165,48.084680474516745,10.205316943424155
1,Deaths,25318,Abia,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,26.85226032323814,52.85400279240259,10.591500081452129
1,Deaths,25318,Abia,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,40.225650552640914,70.34205038394727,17.67275519153067
1,Deaths,25318,Abia,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,29.172120336061788,60.428052020356176,11.735852261079568
1,Deaths,25318,Abia,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,201.66932970319954,382.56694054953294,87.79809174341243
1,Deaths,25318,Abia,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,117.86353184356976,250.32636944588592,46.925686744386724
1,Deaths,25329,Edo,1,Male,23,5-14 years,345,Malaria,3,Rate,2014,30.111427612990692,56.06962579350753,12.169114643168843
1,Deaths,25329,Edo,2,Female,23,5-14 years,345,Malaria,3,Rate,2014,30.233237993624634,54.33004240478189,11.876797039012702
1,Deaths,25329,Edo,1,Male,24,15-49 years,345,Malaria,3,Rate,2014,45.46060993912878,64.5880228702101,24.58176015348663
1,Deaths,25329,Edo,2,Female,24,15-49 years,345,Malaria,3,Rate,2014,41.14881141052493,79.40529774760542,15.234162315457572
1,Deaths,25329,Edo,1,Male,25,50-69 years,345,Malaria,3,Rate,2014,231.93979028532297,307.82919901805525,160.77981227922
1,Deaths,25329,Edo,2,Female,25,50-69 years,345,Malaria,3,Rate,2014,177.73245465913195,236.91509721034095,109.43299713964922
1,Deaths,25341,Kwara,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2013,1.51565979959902,2.544728783252899,0.9526376753389196
1,Deaths,25341,Kwara,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2013,1.5950060948923637,2.4417280707629634,0.7818313726138157
1,Deaths,25341,Kwara,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2013,13.160259569164477,20.339126703233607,8.0455854778157
1,Deaths,25341,Kwara,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2013,8.656234243155247,14.505149633964272,4.579968467484736
1,Deaths,25341,Kwara,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2013,77.31049421717242,121.19214382679253,51.46585259263322
1,Deaths,25341,Kwara,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2013,35.66442492340846,61.20373059522447,17.101154205675936
1,Deaths,25325,Borno,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,13.458418275119111,26.16202900560031,3.7743847358726716
1,Deaths,25325,Borno,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,9.93337632825786,19.232541597570357,3.210580858631212
1,Deaths,25325,Borno,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,35.041199568750585,53.53882062111566,18.009724244743683
1,Deaths,25325,Borno,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,27.858151739052214,43.786477836511345,12.170692243657628
1,Deaths,25325,Borno,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,136.99882156312975,200.7223531364027,67.72356988261441
1,Deaths,25325,Borno,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,143.89938342169668,176.95739270891178,115.13661526454605
1,Deaths,25341,Kwara,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2013,4.305763437111112,8.378034101114114,1.4552467264997881
1,Deaths,25341,Kwara,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2013,4.067404773555133,7.527474480665203,1.54073297288339
1,Deaths,25341,Kwara,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2013,60.390149256260905,108.75856353130594,14.592223802910635
1,Deaths,25341,Kwara,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2013,63.89925787755903,118.36244765727429,8.95681470836675
1,Deaths,25341,Kwara,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2013,131.69395255238004,275.30182124025697,25.87142085461394
1,Deaths,25341,Kwara,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2013,87.4809914134933,188.2646500748197,9.757987310735501
1,Deaths,25335,Jigawa,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,26.256903587525695,55.597892785140836,10.927850924988187
1,Deaths,25335,Jigawa,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,11.169472536239764,26.731036109622647,4.91759537377225
1,Deaths,25335,Jigawa,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,27.302384315241937,45.41482188756788,13.585001146782352
1,Deaths,25335,Jigawa,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,21.53559877696538,44.619476325373576,9.430114344473166
1,Deaths,25335,Jigawa,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,96.63413373975845,195.8522761838878,43.66079386643347
1,Deaths,25335,Jigawa,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,140.37305659447864,195.37077653450697,85.47450595142375
1,Deaths,25334,Imo,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2015,2.3308667168089876,4.1319006170725645,1.3192377823375794
1,Deaths,25334,Imo,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2015,4.360985477178544,7.129439589637453,1.1982791155298704
1,Deaths,25334,Imo,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2015,21.262923766752195,36.60202093801283,11.884317406427352
1,Deaths,25334,Imo,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2015,16.9521296674311,28.613550710184292,4.791063247763298
1,Deaths,25334,Imo,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2015,103.36959816232654,177.80476701404982,57.45966496464924
1,Deaths,25334,Imo,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2015,67.65076507158231,136.43421691632827,18.54060200204042
1,Deaths,25334,Imo,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2015,5.025213069238381,10.464834554454985,2.080372961831063
1,Deaths,25334,Imo,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2015,5.639280461990197,12.152210694238322,2.248750710717316
1,Deaths,25334,Imo,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2015,88.94622611198383,145.8107292756021,47.43611668440969
1,Deaths,25334,Imo,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2015,66.26100812903572,128.02469602541206,28.39339429992554
1,Deaths,25334,Imo,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2015,129.52060565656626,260.871293677173,55.44404945782871
1,Deaths,25334,Imo,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2015,75.86905352988578,171.95646879950897,22.151225120920493
1,Deaths,25331,Enugu,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2013,1.940987224548767,2.956820964954815,1.2536206957871456
1,Deaths,25331,Enugu,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2013,2.02051125541032,3.157226472854331,0.8425800573426288
1,Deaths,25331,Enugu,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2013,18.788827103001083,30.870689575915993,11.523240497449574
1,Deaths,25331,Enugu,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2013,10.869396881445628,17.20565850953991,5.087426236850309
1,Deaths,25331,Enugu,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2013,102.60481187867695,178.81796906741582,62.927553185323006
1,Deaths,25331,Enugu,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2013,53.67491747958426,134.2109660420656,21.079819465185516
1,Deaths,25331,Enugu,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2013,8.81860602121242,15.444485756249145,4.318544742207016
1,Deaths,25331,Enugu,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2013,7.439909471608081,12.957855800170698,3.7632343817397094
1,Deaths,25331,Enugu,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2013,71.7227098386516,131.90426001357596,35.79950775186206
1,Deaths,25331,Enugu,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2013,63.46441082671252,117.95142280736758,33.212365031491274
1,Deaths,25331,Enugu,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2013,123.31414673492895,290.25038653069555,41.269722577329986
1,Deaths,25331,Enugu,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2013,77.8285661206544,164.68554987746515,28.95015540089232
1,Deaths,25319,Adamawa,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2015,5.170774304548313,8.653258743488088,2.9296720967082224
1,Deaths,25319,Adamawa,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2015,3.2274031273244845,5.080395361386453,1.6499101454015523
1,Deaths,25319,Adamawa,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2015,33.066636698214666,54.57371124292998,18.650305050950752
1,Deaths,25319,Adamawa,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2015,13.993960374747243,21.47337751578142,7.9281580662838245
1,Deaths,25319,Adamawa,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2015,175.11417467958984,262.7641435732811,109.25670390842146
1,Deaths,25319,Adamawa,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2015,63.46273342363476,104.89397829715269,34.30006586762351
1,Deaths,25319,Adamawa,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2015,4.079366327531148,9.346266530797738,1.6127390631384262
1,Deaths,25319,Adamawa,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2015,2.814448782971184,5.859538700621629,1.1052600391520295
1,Deaths,25319,Adamawa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2015,37.40625300117093,89.09748140297127,9.957988153652872
1,Deaths,25319,Adamawa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2015,27.71027210878159,60.67760118071683,10.686622840463636
1,Deaths,25319,Adamawa,1,Male,25,50-69 years,298,HIV/AIDS,3,Rate,2015,85.75248455535039,225.370825534049,8.919465154414898
1,Deaths,25319,Adamawa,2,Female,25,50-69 years,298,HIV/AIDS,3,Rate,2015,45.28680836904669,100.29400016035375,7.281618534037365
1,Deaths,25352,Taraba,1,Male,23,5-14 years,345,Malaria,3,Rate,2015,19.780640138955523,40.792486429577586,6.023278702925855
1,Deaths,25352,Taraba,2,Female,23,5-14 years,345,Malaria,3,Rate,2015,18.7533512670944,38.844589286271365,6.7000901834153215
1,Deaths,25352,Taraba,1,Male,24,15-49 years,345,Malaria,3,Rate,2015,39.52540027086274,71.01737533071166,14.430837990073606
1,Deaths,25352,Taraba,2,Female,24,15-49 years,345,Malaria,3,Rate,2015,29.047233872063085,57.49652099853338,10.54825311300786
1,Deaths,25352,Taraba,1,Male,25,50-69 years,345,Malaria,3,Rate,2015,137.4874672253942,249.28430458277322,55.049313238394895
1,Deaths,25352,Taraba,2,Female,25,50-69 years,345,Malaria,3,Rate,2015,134.95611481265703,208.16803577879654,84.12943037947527
1,Deaths,25349,Plateau,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2013,4.49393124938415,7.244201258002813,2.8001433497390447
1,Deaths,25349,Plateau,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2013,3.1544898070997025,4.748862193410611,1.4974218882291195
1,Deaths,25349,Plateau,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2013,29.602565670682093,45.41897727596094,19.267384019632733
1,Deaths,25349,Plateau,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2013,12.267291828959074,19.14815544678445,6.307969420329704
1,Deaths,25349,Plateau,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2013,150.16244230458489,232.95958364975203,97.28653326241417
1,Deaths,25349,Plateau,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2013,48.49325086592689,87.96653948669093,22.89732165654239
1,Deaths,25349,Plateau,1,Male,23,5-14 years,298,HIV/AIDS,3,Rate,2013,8.345705292892562,15.00281229395804,2.6533045844710963
1,Deaths,25349,Plateau,2,Female,23,5-14 years,298,HIV/AIDS,3,Rate,2013,7.621462959856936,13.369517165984856,2.7257399301437446
1,Deaths,25349,Plateau,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2013,42.837207099077546,75.84167079404874,17.248175093478057
1,Deaths,25349,Plateau,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2013,42.888071343804064,68.84378041017047,19.866875665651243
